LOCATION,fecha_cui_intensivo,value,fecha_csv
ALL/Buenos Aires,2020-03-14,1,2020-06-28
ALL/Buenos Aires,2020-03-16,1,2020-06-28
ALL/Buenos Aires,2020-03-17,1,2020-06-28
ALL/Buenos Aires,2020-03-18,3,2020-06-28
ALL/Buenos Aires,2020-03-19,1,2020-06-28
ALL/Buenos Aires,2020-03-20,1,2020-06-28
ALL/Buenos Aires,2020-03-21,3,2020-06-28
ALL/Buenos Aires,2020-03-22,3,2020-06-28
ALL/Buenos Aires,2020-03-23,1,2020-06-28
ALL/Buenos Aires,2020-03-24,2,2020-06-28
ALL/Buenos Aires,2020-03-25,3,2020-06-28
ALL/Buenos Aires,2020-03-26,1,2020-06-28
ALL/Buenos Aires,2020-03-27,3,2020-06-28
ALL/Buenos Aires,2020-03-28,2,2020-06-28
ALL/Buenos Aires,2020-03-29,4,2020-06-28
ALL/Buenos Aires,2020-03-30,8,2020-06-28
ALL/Buenos Aires,2020-03-31,3,2020-06-28
ALL/Buenos Aires,2020-04-01,3,2020-06-28
ALL/Buenos Aires,2020-04-02,4,2020-06-28
ALL/Buenos Aires,2020-04-03,2,2020-06-28
ALL/Buenos Aires,2020-04-04,2,2020-06-28
ALL/Buenos Aires,2020-04-05,6,2020-06-28
ALL/Buenos Aires,2020-04-06,5,2020-06-28
ALL/Buenos Aires,2020-04-07,2,2020-06-28
ALL/Buenos Aires,2020-04-08,3,2020-06-28
ALL/Buenos Aires,2020-04-09,2,2020-06-28
ALL/Buenos Aires,2020-04-10,1,2020-06-28
ALL/Buenos Aires,2020-04-11,5,2020-06-28
ALL/Buenos Aires,2020-04-12,1,2020-06-28
ALL/Buenos Aires,2020-04-13,2,2020-06-28
ALL/Buenos Aires,2020-04-15,2,2020-06-28
ALL/Buenos Aires,2020-04-16,1,2020-06-28
ALL/Buenos Aires,2020-04-17,4,2020-06-28
ALL/Buenos Aires,2020-04-18,3,2020-06-28
ALL/Buenos Aires,2020-04-19,4,2020-06-28
ALL/Buenos Aires,2020-04-20,2,2020-06-28
ALL/Buenos Aires,2020-04-21,1,2020-06-28
ALL/Buenos Aires,2020-04-22,2,2020-06-28
ALL/Buenos Aires,2020-04-23,3,2020-06-28
ALL/Buenos Aires,2020-04-24,3,2020-06-28
ALL/Buenos Aires,2020-04-25,3,2020-06-28
ALL/Buenos Aires,2020-04-26,2,2020-06-28
ALL/Buenos Aires,2020-04-27,2,2020-06-28
ALL/Buenos Aires,2020-04-28,2,2020-06-28
ALL/Buenos Aires,2020-04-29,1,2020-06-28
ALL/Buenos Aires,2020-04-30,1,2020-06-28
ALL/Buenos Aires,2020-05-01,1,2020-06-28
ALL/Buenos Aires,2020-05-02,7,2020-06-28
ALL/Buenos Aires,2020-05-03,1,2020-06-28
ALL/Buenos Aires,2020-05-04,3,2020-06-28
ALL/Buenos Aires,2020-05-05,3,2020-06-28
ALL/Buenos Aires,2020-05-07,2,2020-06-28
ALL/Buenos Aires,2020-05-08,1,2020-06-28
ALL/Buenos Aires,2020-05-09,1,2020-06-28
ALL/Buenos Aires,2020-05-10,3,2020-06-28
ALL/Buenos Aires,2020-05-11,4,2020-06-28
ALL/Buenos Aires,2020-05-12,2,2020-06-28
ALL/Buenos Aires,2020-05-13,2,2020-06-28
ALL/Buenos Aires,2020-05-14,2,2020-06-28
ALL/Buenos Aires,2020-05-16,4,2020-06-28
ALL/Buenos Aires,2020-05-17,1,2020-06-28
ALL/Buenos Aires,2020-05-18,5,2020-06-28
ALL/Buenos Aires,2020-05-19,4,2020-06-28
ALL/Buenos Aires,2020-05-20,8,2020-06-28
ALL/Buenos Aires,2020-05-21,13,2020-06-28
ALL/Buenos Aires,2020-05-22,5,2020-06-28
ALL/Buenos Aires,2020-05-23,3,2020-06-28
ALL/Buenos Aires,2020-05-24,5,2020-06-28
ALL/Buenos Aires,2020-05-25,5,2020-06-28
ALL/Buenos Aires,2020-05-26,8,2020-06-28
ALL/Buenos Aires,2020-05-27,9,2020-06-28
ALL/Buenos Aires,2020-05-28,12,2020-06-28
ALL/Buenos Aires,2020-05-29,11,2020-06-28
ALL/Buenos Aires,2020-05-30,10,2020-06-28
ALL/Buenos Aires,2020-05-31,10,2020-06-28
ALL/Buenos Aires,2020-06-01,4,2020-06-28
ALL/Buenos Aires,2020-06-02,10,2020-06-28
ALL/Buenos Aires,2020-06-03,6,2020-06-28
ALL/Buenos Aires,2020-06-04,9,2020-06-28
ALL/Buenos Aires,2020-06-05,8,2020-06-28
ALL/Buenos Aires,2020-06-06,12,2020-06-28
ALL/Buenos Aires,2020-06-07,7,2020-06-28
ALL/Buenos Aires,2020-06-08,15,2020-06-28
ALL/Buenos Aires,2020-06-09,5,2020-06-28
ALL/Buenos Aires,2020-06-10,10,2020-06-28
ALL/Buenos Aires,2020-06-11,8,2020-06-28
ALL/Buenos Aires,2020-06-12,8,2020-06-28
ALL/Buenos Aires,2020-06-13,11,2020-06-28
ALL/Buenos Aires,2020-06-14,6,2020-06-28
ALL/Buenos Aires,2020-06-15,9,2020-06-28
ALL/Buenos Aires,2020-06-16,6,2020-06-28
ALL/Buenos Aires,2020-06-17,12,2020-06-28
ALL/Buenos Aires,2020-06-18,14,2020-06-28
ALL/Buenos Aires,2020-06-19,18,2020-06-28
ALL/Buenos Aires,2020-06-20,11,2020-06-28
ALL/Buenos Aires,2020-06-21,9,2020-06-28
ALL/Buenos Aires,2020-06-22,17,2020-06-28
ALL/Buenos Aires,2020-06-23,16,2020-06-28
ALL/Buenos Aires,2020-06-24,14,2020-06-28
ALL/Buenos Aires,2020-06-25,8,2020-06-28
ALL/Buenos Aires,2020-06-26,1,2020-06-28
ALL/CABA,2020-03-04,1,2020-06-28
ALL/CABA,2020-03-08,1,2020-06-28
ALL/CABA,2020-03-09,1,2020-06-28
ALL/CABA,2020-03-12,1,2020-06-28
ALL/CABA,2020-03-15,1,2020-06-28
ALL/CABA,2020-03-17,2,2020-06-28
ALL/CABA,2020-03-20,3,2020-06-28
ALL/CABA,2020-03-21,2,2020-06-28
ALL/CABA,2020-03-22,4,2020-06-28
ALL/CABA,2020-03-23,2,2020-06-28
ALL/CABA,2020-03-24,2,2020-06-28
ALL/CABA,2020-03-25,3,2020-06-28
ALL/CABA,2020-03-26,5,2020-06-28
ALL/CABA,2020-03-27,3,2020-06-28
ALL/CABA,2020-03-28,4,2020-06-28
ALL/CABA,2020-03-29,2,2020-06-28
ALL/CABA,2020-03-30,6,2020-06-28
ALL/CABA,2020-03-31,6,2020-06-28
ALL/CABA,2020-04-01,3,2020-06-28
ALL/CABA,2020-04-02,3,2020-06-28
ALL/CABA,2020-04-03,2,2020-06-28
ALL/CABA,2020-04-04,4,2020-06-28
ALL/CABA,2020-04-05,4,2020-06-28
ALL/CABA,2020-04-07,5,2020-06-28
ALL/CABA,2020-04-09,1,2020-06-28
ALL/CABA,2020-04-11,1,2020-06-28
ALL/CABA,2020-04-13,1,2020-06-28
ALL/CABA,2020-04-14,3,2020-06-28
ALL/CABA,2020-04-15,1,2020-06-28
ALL/CABA,2020-04-18,1,2020-06-28
ALL/CABA,2020-04-19,1,2020-06-28
ALL/CABA,2020-04-20,4,2020-06-28
ALL/CABA,2020-04-21,1,2020-06-28
ALL/CABA,2020-04-22,4,2020-06-28
ALL/CABA,2020-04-23,5,2020-06-28
ALL/CABA,2020-04-24,5,2020-06-28
ALL/CABA,2020-04-27,6,2020-06-28
ALL/CABA,2020-04-28,1,2020-06-28
ALL/CABA,2020-04-29,1,2020-06-28
ALL/CABA,2020-04-30,1,2020-06-28
ALL/CABA,2020-05-02,3,2020-06-28
ALL/CABA,2020-05-03,1,2020-06-28
ALL/CABA,2020-05-04,4,2020-06-28
ALL/CABA,2020-05-05,4,2020-06-28
ALL/CABA,2020-05-06,4,2020-06-28
ALL/CABA,2020-05-07,6,2020-06-28
ALL/CABA,2020-05-08,5,2020-06-28
ALL/CABA,2020-05-09,3,2020-06-28
ALL/CABA,2020-05-10,3,2020-06-28
ALL/CABA,2020-05-11,6,2020-06-28
ALL/CABA,2020-05-12,7,2020-06-28
ALL/CABA,2020-05-13,3,2020-06-28
ALL/CABA,2020-05-14,3,2020-06-28
ALL/CABA,2020-05-15,9,2020-06-28
ALL/CABA,2020-05-16,6,2020-06-28
ALL/CABA,2020-05-17,8,2020-06-28
ALL/CABA,2020-05-18,17,2020-06-28
ALL/CABA,2020-05-19,13,2020-06-28
ALL/CABA,2020-05-20,10,2020-06-28
ALL/CABA,2020-05-21,12,2020-06-28
ALL/CABA,2020-05-22,12,2020-06-28
ALL/CABA,2020-05-23,11,2020-06-28
ALL/CABA,2020-05-24,10,2020-06-28
ALL/CABA,2020-05-25,6,2020-06-28
ALL/CABA,2020-05-26,8,2020-06-28
ALL/CABA,2020-05-27,10,2020-06-28
ALL/CABA,2020-05-28,14,2020-06-28
ALL/CABA,2020-05-29,14,2020-06-28
ALL/CABA,2020-05-30,9,2020-06-28
ALL/CABA,2020-05-31,9,2020-06-28
ALL/CABA,2020-06-01,11,2020-06-28
ALL/CABA,2020-06-02,12,2020-06-28
ALL/CABA,2020-06-03,15,2020-06-28
ALL/CABA,2020-06-04,13,2020-06-28
ALL/CABA,2020-06-05,11,2020-06-28
ALL/CABA,2020-06-06,19,2020-06-28
ALL/CABA,2020-06-07,8,2020-06-28
ALL/CABA,2020-06-08,13,2020-06-28
ALL/CABA,2020-06-09,13,2020-06-28
ALL/CABA,2020-06-10,12,2020-06-28
ALL/CABA,2020-06-11,14,2020-06-28
ALL/CABA,2020-06-12,14,2020-06-28
ALL/CABA,2020-06-13,9,2020-06-28
ALL/CABA,2020-06-14,14,2020-06-28
ALL/CABA,2020-06-15,12,2020-06-28
ALL/CABA,2020-06-16,17,2020-06-28
ALL/CABA,2020-06-17,12,2020-06-28
ALL/CABA,2020-06-18,12,2020-06-28
ALL/CABA,2020-06-19,12,2020-06-28
ALL/CABA,2020-06-20,10,2020-06-28
ALL/CABA,2020-06-21,14,2020-06-28
ALL/CABA,2020-06-22,13,2020-06-28
ALL/CABA,2020-06-23,13,2020-06-28
ALL/CABA,2020-06-24,8,2020-06-28
ALL/CABA,2020-06-25,8,2020-06-28
ALL/CABA,2020-06-26,5,2020-06-28
ALL/CABA,2020-06-27,4,2020-06-28
ALL/CABA,2020-06-28,1,2020-06-28
ALL/Chaco,2020-03-09,1,2020-06-28
ALL/Chaco,2020-03-14,2,2020-06-28
ALL/Chaco,2020-03-18,1,2020-06-28
ALL/Chaco,2020-03-19,1,2020-06-28
ALL/Chaco,2020-03-25,1,2020-06-28
ALL/Chaco,2020-03-26,1,2020-06-28
ALL/Chaco,2020-03-28,1,2020-06-28
ALL/Chaco,2020-03-31,1,2020-06-28
ALL/Chaco,2020-04-03,1,2020-06-28
ALL/Chaco,2020-04-08,1,2020-06-28
ALL/Chaco,2020-04-10,1,2020-06-28
ALL/Chaco,2020-04-12,2,2020-06-28
ALL/Chaco,2020-04-13,2,2020-06-28
ALL/Chaco,2020-04-15,1,2020-06-28
ALL/Chaco,2020-04-16,1,2020-06-28
ALL/Chaco,2020-04-19,1,2020-06-28
ALL/Chaco,2020-04-20,1,2020-06-28
ALL/Chaco,2020-04-22,2,2020-06-28
ALL/Chaco,2020-04-24,2,2020-06-28
ALL/Chaco,2020-04-25,2,2020-06-28
ALL/Chaco,2020-04-26,2,2020-06-28
ALL/Chaco,2020-04-27,3,2020-06-28
ALL/Chaco,2020-04-29,1,2020-06-28
ALL/Chaco,2020-04-30,1,2020-06-28
ALL/Chaco,2020-05-02,1,2020-06-28
ALL/Chaco,2020-05-03,1,2020-06-28
ALL/Chaco,2020-05-04,1,2020-06-28
ALL/Chaco,2020-05-05,1,2020-06-28
ALL/Chaco,2020-05-06,2,2020-06-28
ALL/Chaco,2020-05-07,1,2020-06-28
ALL/Chaco,2020-05-08,1,2020-06-28
ALL/Chaco,2020-05-09,3,2020-06-28
ALL/Chaco,2020-05-10,2,2020-06-28
ALL/Chaco,2020-05-12,2,2020-06-28
ALL/Chaco,2020-05-13,3,2020-06-28
ALL/Chaco,2020-05-14,4,2020-06-28
ALL/Chaco,2020-05-16,2,2020-06-28
ALL/Chaco,2020-05-17,2,2020-06-28
ALL/Chaco,2020-05-19,2,2020-06-28
ALL/Chaco,2020-05-20,2,2020-06-28
ALL/Chaco,2020-05-21,2,2020-06-28
ALL/Chaco,2020-05-22,2,2020-06-28
ALL/Chaco,2020-05-23,2,2020-06-28
ALL/Chaco,2020-05-24,1,2020-06-28
ALL/Chaco,2020-05-25,3,2020-06-28
ALL/Chaco,2020-05-26,2,2020-06-28
ALL/Chaco,2020-05-27,1,2020-06-28
ALL/Chaco,2020-05-28,1,2020-06-28
ALL/Chaco,2020-05-29,2,2020-06-28
ALL/Chaco,2020-05-30,5,2020-06-28
ALL/Chaco,2020-05-31,4,2020-06-28
ALL/Chaco,2020-06-01,2,2020-06-28
ALL/Chaco,2020-06-02,3,2020-06-28
ALL/Chaco,2020-06-04,3,2020-06-28
ALL/Chaco,2020-06-05,2,2020-06-28
ALL/Chaco,2020-06-06,1,2020-06-28
ALL/Chaco,2020-06-07,5,2020-06-28
ALL/Chaco,2020-06-08,2,2020-06-28
ALL/Chaco,2020-06-09,1,2020-06-28
ALL/Chaco,2020-06-10,2,2020-06-28
ALL/Chaco,2020-06-11,2,2020-06-28
ALL/Chaco,2020-06-12,1,2020-06-28
ALL/Chaco,2020-06-13,1,2020-06-28
ALL/Chaco,2020-06-14,1,2020-06-28
ALL/Chaco,2020-06-15,2,2020-06-28
ALL/Chaco,2020-06-16,3,2020-06-28
ALL/Chaco,2020-06-17,6,2020-06-28
ALL/Chaco,2020-06-18,2,2020-06-28
ALL/Chaco,2020-06-19,1,2020-06-28
ALL/Chaco,2020-06-20,3,2020-06-28
ALL/Chaco,2020-06-22,1,2020-06-28
ALL/Chubut,2020-04-30,1,2020-06-28
ALL/Corrientes,2020-05-02,1,2020-06-28
ALL/Córdoba,2020-03-15,1,2020-06-28
ALL/Córdoba,2020-03-21,1,2020-06-28
ALL/Córdoba,2020-03-24,1,2020-06-28
ALL/Córdoba,2020-03-25,1,2020-06-28
ALL/Córdoba,2020-03-26,2,2020-06-28
ALL/Córdoba,2020-03-27,1,2020-06-28
ALL/Córdoba,2020-03-28,2,2020-06-28
ALL/Córdoba,2020-03-29,1,2020-06-28
ALL/Córdoba,2020-03-30,2,2020-06-28
ALL/Córdoba,2020-04-05,1,2020-06-28
ALL/Córdoba,2020-04-07,1,2020-06-28
ALL/Córdoba,2020-04-08,1,2020-06-28
ALL/Córdoba,2020-04-10,3,2020-06-28
ALL/Córdoba,2020-04-11,1,2020-06-28
ALL/Córdoba,2020-04-13,1,2020-06-28
ALL/Córdoba,2020-04-20,2,2020-06-28
ALL/Córdoba,2020-04-28,1,2020-06-28
ALL/Córdoba,2020-05-01,1,2020-06-28
ALL/Córdoba,2020-05-08,1,2020-06-28
ALL/Córdoba,2020-05-11,1,2020-06-28
ALL/Córdoba,2020-05-14,1,2020-06-28
ALL/Córdoba,2020-05-15,1,2020-06-28
ALL/Córdoba,2020-05-17,1,2020-06-28
ALL/Córdoba,2020-05-19,1,2020-06-28
ALL/Córdoba,2020-05-20,1,2020-06-28
ALL/Córdoba,2020-05-30,1,2020-06-28
ALL/Jujuy,2020-06-02,1,2020-06-28
ALL/La Rioja,2020-03-23,1,2020-06-28
ALL/La Rioja,2020-04-10,1,2020-06-28
ALL/La Rioja,2020-04-17,1,2020-06-28
ALL/La Rioja,2020-04-22,1,2020-06-28
ALL/Mendoza,2020-03-25,1,2020-06-28
ALL/Mendoza,2020-03-26,2,2020-06-28
ALL/Mendoza,2020-03-30,1,2020-06-28
ALL/Mendoza,2020-04-01,3,2020-06-28
ALL/Mendoza,2020-04-02,1,2020-06-28
ALL/Mendoza,2020-04-07,1,2020-06-28
ALL/Mendoza,2020-04-13,1,2020-06-28
ALL/Mendoza,2020-04-15,1,2020-06-28
ALL/Mendoza,2020-06-25,1,2020-06-28
ALL/Misiones,2020-04-17,1,2020-06-28
ALL/Misiones,2020-05-27,1,2020-06-28
ALL/Misiones,2020-06-09,1,2020-06-28
ALL/Misiones,2020-06-11,1,2020-06-28
ALL/Misiones,2020-06-23,1,2020-06-28
ALL/Neuquén,2020-03-25,1,2020-06-28
ALL/Neuquén,2020-04-18,1,2020-06-28
ALL/Neuquén,2020-04-24,1,2020-06-28
ALL/Neuquén,2020-06-11,1,2020-06-28
ALL/Neuquén,2020-06-17,2,2020-06-28
ALL/Río Negro,2020-04-02,1,2020-06-28
ALL/Río Negro,2020-04-03,3,2020-06-28
ALL/Río Negro,2020-04-13,1,2020-06-28
ALL/Río Negro,2020-04-14,1,2020-06-28
ALL/Río Negro,2020-04-17,1,2020-06-28
ALL/Río Negro,2020-04-27,1,2020-06-28
ALL/Río Negro,2020-05-02,1,2020-06-28
ALL/Río Negro,2020-05-04,1,2020-06-28
ALL/Río Negro,2020-05-05,1,2020-06-28
ALL/Río Negro,2020-05-14,1,2020-06-28
ALL/Río Negro,2020-05-21,1,2020-06-28
ALL/Río Negro,2020-05-27,1,2020-06-28
ALL/Río Negro,2020-05-31,1,2020-06-28
ALL/Río Negro,2020-06-03,1,2020-06-28
ALL/Río Negro,2020-06-05,1,2020-06-28
ALL/Río Negro,2020-06-09,1,2020-06-28
ALL/Río Negro,2020-06-10,2,2020-06-28
ALL/Río Negro,2020-06-12,1,2020-06-28
ALL/Río Negro,2020-06-15,1,2020-06-28
ALL/Río Negro,2020-06-17,1,2020-06-28
ALL/Río Negro,2020-06-18,1,2020-06-28
ALL/Río Negro,2020-06-19,1,2020-06-28
ALL/Río Negro,2020-06-20,1,2020-06-28
ALL/San Juan,2020-04-09,1,2020-06-28
ALL/Santa Cruz,2020-03-19,1,2020-06-28
ALL/Santa Cruz,2020-03-24,1,2020-06-28
ALL/Santa Cruz,2020-03-26,1,2020-06-28
ALL/Santa Cruz,2020-04-04,1,2020-06-28
ALL/Santa Cruz,2020-04-08,1,2020-06-28
ALL/Santa Fe,2020-03-28,2,2020-06-28
ALL/Santa Fe,2020-03-29,2,2020-06-28
ALL/Santa Fe,2020-03-30,1,2020-06-28
ALL/Santa Fe,2020-03-31,1,2020-06-28
ALL/Santa Fe,2020-04-01,1,2020-06-28
ALL/Santa Fe,2020-04-05,1,2020-06-28
ALL/Santa Fe,2020-04-11,1,2020-06-28
ALL/Santa Fe,2020-04-14,1,2020-06-28
ALL/Santa Fe,2020-04-18,1,2020-06-28
ALL/Santa Fe,2020-05-24,1,2020-06-28
ALL/Santa Fe,2020-06-19,1,2020-06-28
ALL/Santiago del Estero,2020-04-07,1,2020-06-28
ALL/Tierra del Fuego,2020-03-29,1,2020-06-28
ALL/Tierra del Fuego,2020-03-30,1,2020-06-28
ALL/Tierra del Fuego,2020-06-01,1,2020-06-28
ALL/Tucumán,2020-03-14,1,2020-06-28
ALL/Tucumán,2020-03-18,1,2020-06-28
ALL/Tucumán,2020-03-23,1,2020-06-28
ALL/Tucumán,2020-03-31,1,2020-06-28
ALL/Tucumán,2020-05-24,1,2020-06-28
ALL/Tucumán,2020-05-30,1,2020-06-28
ALL/Tucumán,2020-06-04,1,2020-06-28
ALL/Tucumán,2020-06-11,1,2020-06-28
ALL/Tucumán,2020-06-16,2,2020-06-28
ALL/Buenos Aires,2020-03-09,1,2020-06-29
ALL/Buenos Aires,2020-03-12,1,2020-06-29
ALL/Buenos Aires,2020-03-13,1,2020-06-29
ALL/Buenos Aires,2020-03-14,1,2020-06-29
ALL/Buenos Aires,2020-03-16,1,2020-06-29
ALL/Buenos Aires,2020-03-17,1,2020-06-29
ALL/Buenos Aires,2020-03-18,3,2020-06-29
ALL/Buenos Aires,2020-03-19,1,2020-06-29
ALL/Buenos Aires,2020-03-20,1,2020-06-29
ALL/Buenos Aires,2020-03-21,3,2020-06-29
ALL/Buenos Aires,2020-03-22,3,2020-06-29
ALL/Buenos Aires,2020-03-23,1,2020-06-29
ALL/Buenos Aires,2020-03-24,2,2020-06-29
ALL/Buenos Aires,2020-03-25,3,2020-06-29
ALL/Buenos Aires,2020-03-26,1,2020-06-29
ALL/Buenos Aires,2020-03-27,3,2020-06-29
ALL/Buenos Aires,2020-03-28,2,2020-06-29
ALL/Buenos Aires,2020-03-29,4,2020-06-29
ALL/Buenos Aires,2020-03-30,8,2020-06-29
ALL/Buenos Aires,2020-03-31,3,2020-06-29
ALL/Buenos Aires,2020-04-01,3,2020-06-29
ALL/Buenos Aires,2020-04-02,4,2020-06-29
ALL/Buenos Aires,2020-04-03,2,2020-06-29
ALL/Buenos Aires,2020-04-04,2,2020-06-29
ALL/Buenos Aires,2020-04-05,6,2020-06-29
ALL/Buenos Aires,2020-04-06,5,2020-06-29
ALL/Buenos Aires,2020-04-07,2,2020-06-29
ALL/Buenos Aires,2020-04-08,3,2020-06-29
ALL/Buenos Aires,2020-04-09,2,2020-06-29
ALL/Buenos Aires,2020-04-10,1,2020-06-29
ALL/Buenos Aires,2020-04-11,5,2020-06-29
ALL/Buenos Aires,2020-04-12,1,2020-06-29
ALL/Buenos Aires,2020-04-13,2,2020-06-29
ALL/Buenos Aires,2020-04-15,2,2020-06-29
ALL/Buenos Aires,2020-04-16,1,2020-06-29
ALL/Buenos Aires,2020-04-17,4,2020-06-29
ALL/Buenos Aires,2020-04-18,3,2020-06-29
ALL/Buenos Aires,2020-04-19,4,2020-06-29
ALL/Buenos Aires,2020-04-20,2,2020-06-29
ALL/Buenos Aires,2020-04-21,1,2020-06-29
ALL/Buenos Aires,2020-04-22,2,2020-06-29
ALL/Buenos Aires,2020-04-23,3,2020-06-29
ALL/Buenos Aires,2020-04-24,3,2020-06-29
ALL/Buenos Aires,2020-04-25,3,2020-06-29
ALL/Buenos Aires,2020-04-26,2,2020-06-29
ALL/Buenos Aires,2020-04-27,2,2020-06-29
ALL/Buenos Aires,2020-04-28,2,2020-06-29
ALL/Buenos Aires,2020-04-29,1,2020-06-29
ALL/Buenos Aires,2020-04-30,1,2020-06-29
ALL/Buenos Aires,2020-05-01,1,2020-06-29
ALL/Buenos Aires,2020-05-02,7,2020-06-29
ALL/Buenos Aires,2020-05-03,1,2020-06-29
ALL/Buenos Aires,2020-05-04,3,2020-06-29
ALL/Buenos Aires,2020-05-05,3,2020-06-29
ALL/Buenos Aires,2020-05-07,2,2020-06-29
ALL/Buenos Aires,2020-05-08,1,2020-06-29
ALL/Buenos Aires,2020-05-09,1,2020-06-29
ALL/Buenos Aires,2020-05-10,3,2020-06-29
ALL/Buenos Aires,2020-05-11,4,2020-06-29
ALL/Buenos Aires,2020-05-12,2,2020-06-29
ALL/Buenos Aires,2020-05-13,2,2020-06-29
ALL/Buenos Aires,2020-05-14,2,2020-06-29
ALL/Buenos Aires,2020-05-16,4,2020-06-29
ALL/Buenos Aires,2020-05-17,1,2020-06-29
ALL/Buenos Aires,2020-05-18,5,2020-06-29
ALL/Buenos Aires,2020-05-19,4,2020-06-29
ALL/Buenos Aires,2020-05-20,8,2020-06-29
ALL/Buenos Aires,2020-05-21,13,2020-06-29
ALL/Buenos Aires,2020-05-22,5,2020-06-29
ALL/Buenos Aires,2020-05-23,3,2020-06-29
ALL/Buenos Aires,2020-05-24,5,2020-06-29
ALL/Buenos Aires,2020-05-25,5,2020-06-29
ALL/Buenos Aires,2020-05-26,8,2020-06-29
ALL/Buenos Aires,2020-05-27,9,2020-06-29
ALL/Buenos Aires,2020-05-28,12,2020-06-29
ALL/Buenos Aires,2020-05-29,11,2020-06-29
ALL/Buenos Aires,2020-05-30,10,2020-06-29
ALL/Buenos Aires,2020-05-31,10,2020-06-29
ALL/Buenos Aires,2020-06-01,4,2020-06-29
ALL/Buenos Aires,2020-06-02,10,2020-06-29
ALL/Buenos Aires,2020-06-03,6,2020-06-29
ALL/Buenos Aires,2020-06-04,9,2020-06-29
ALL/Buenos Aires,2020-06-05,8,2020-06-29
ALL/Buenos Aires,2020-06-06,12,2020-06-29
ALL/Buenos Aires,2020-06-07,7,2020-06-29
ALL/Buenos Aires,2020-06-08,15,2020-06-29
ALL/Buenos Aires,2020-06-09,5,2020-06-29
ALL/Buenos Aires,2020-06-10,10,2020-06-29
ALL/Buenos Aires,2020-06-11,8,2020-06-29
ALL/Buenos Aires,2020-06-12,9,2020-06-29
ALL/Buenos Aires,2020-06-13,11,2020-06-29
ALL/Buenos Aires,2020-06-14,6,2020-06-29
ALL/Buenos Aires,2020-06-15,9,2020-06-29
ALL/Buenos Aires,2020-06-16,6,2020-06-29
ALL/Buenos Aires,2020-06-17,13,2020-06-29
ALL/Buenos Aires,2020-06-18,14,2020-06-29
ALL/Buenos Aires,2020-06-19,19,2020-06-29
ALL/Buenos Aires,2020-06-20,11,2020-06-29
ALL/Buenos Aires,2020-06-21,10,2020-06-29
ALL/Buenos Aires,2020-06-22,19,2020-06-29
ALL/Buenos Aires,2020-06-23,17,2020-06-29
ALL/Buenos Aires,2020-06-24,15,2020-06-29
ALL/Buenos Aires,2020-06-25,8,2020-06-29
ALL/Buenos Aires,2020-06-26,6,2020-06-29
ALL/Buenos Aires,2020-06-28,4,2020-06-29
ALL/CABA,2020-03-04,1,2020-06-29
ALL/CABA,2020-03-08,1,2020-06-29
ALL/CABA,2020-03-09,1,2020-06-29
ALL/CABA,2020-03-12,1,2020-06-29
ALL/CABA,2020-03-15,1,2020-06-29
ALL/CABA,2020-03-17,2,2020-06-29
ALL/CABA,2020-03-20,3,2020-06-29
ALL/CABA,2020-03-21,2,2020-06-29
ALL/CABA,2020-03-22,4,2020-06-29
ALL/CABA,2020-03-23,2,2020-06-29
ALL/CABA,2020-03-24,2,2020-06-29
ALL/CABA,2020-03-25,3,2020-06-29
ALL/CABA,2020-03-26,5,2020-06-29
ALL/CABA,2020-03-27,3,2020-06-29
ALL/CABA,2020-03-28,4,2020-06-29
ALL/CABA,2020-03-29,2,2020-06-29
ALL/CABA,2020-03-30,6,2020-06-29
ALL/CABA,2020-03-31,6,2020-06-29
ALL/CABA,2020-04-01,3,2020-06-29
ALL/CABA,2020-04-02,3,2020-06-29
ALL/CABA,2020-04-03,2,2020-06-29
ALL/CABA,2020-04-04,4,2020-06-29
ALL/CABA,2020-04-05,4,2020-06-29
ALL/CABA,2020-04-07,5,2020-06-29
ALL/CABA,2020-04-09,1,2020-06-29
ALL/CABA,2020-04-11,1,2020-06-29
ALL/CABA,2020-04-13,1,2020-06-29
ALL/CABA,2020-04-14,3,2020-06-29
ALL/CABA,2020-04-15,1,2020-06-29
ALL/CABA,2020-04-18,1,2020-06-29
ALL/CABA,2020-04-19,1,2020-06-29
ALL/CABA,2020-04-20,4,2020-06-29
ALL/CABA,2020-04-21,1,2020-06-29
ALL/CABA,2020-04-22,4,2020-06-29
ALL/CABA,2020-04-23,5,2020-06-29
ALL/CABA,2020-04-24,5,2020-06-29
ALL/CABA,2020-04-27,6,2020-06-29
ALL/CABA,2020-04-28,1,2020-06-29
ALL/CABA,2020-04-29,1,2020-06-29
ALL/CABA,2020-04-30,1,2020-06-29
ALL/CABA,2020-05-02,3,2020-06-29
ALL/CABA,2020-05-03,1,2020-06-29
ALL/CABA,2020-05-04,4,2020-06-29
ALL/CABA,2020-05-05,4,2020-06-29
ALL/CABA,2020-05-06,4,2020-06-29
ALL/CABA,2020-05-07,6,2020-06-29
ALL/CABA,2020-05-08,5,2020-06-29
ALL/CABA,2020-05-09,3,2020-06-29
ALL/CABA,2020-05-10,3,2020-06-29
ALL/CABA,2020-05-11,6,2020-06-29
ALL/CABA,2020-05-12,7,2020-06-29
ALL/CABA,2020-05-13,3,2020-06-29
ALL/CABA,2020-05-14,3,2020-06-29
ALL/CABA,2020-05-15,9,2020-06-29
